"Futbolista_ID";"Altura(cm)";"Peso(kg)";"Pierna Izquierda";"Pierna derecha";"Raza"
"6948";"182";"65";"14";"20";"Northern_European"
"6949";"185";"70";"14";"20";"Mixed_Race"
"6950";"190";"96";"5";"20";"Mixed_Race"
"6951";"187";"85";"7";"20";"Mixed_Race"
"6952";"180";"68";"9";"20";"Northern_European"
"6953";"192";"83";"6";"20";"Mediterranean_Hispanic"
"6954";"189";"78";"12";"20";"Northern_European"
"6955";"195";"87";"10";"20";"Mediterranean_Hispanic"
"6956";"187";"70";"10";"20";"Northern_European"
"6957";"173";"63";"10";"20";"North_African__Middle_Eastern"
"6958";"177";"55";"11";"20";"Mediterranean_Hispanic"
"6959";"185";"72";"13";"20";"Northern_European"
"6960";"182";"0";"7";"20";"Mediterranean_Hispanic"
"6961";"191";"78";"8";"20";"Mediterranean_Hispanic"
"6962";"174";"69";"7";"20";"Mixed_Race"
"6963";"188";"82";"11";"20";"Mediterranean_Hispanic"
"6964";"187";"77";"20";"5";"Mixed_Race"
"6965";"189";"76";"20";"8";"Northern_European"
"6966";"180";"69";"20";"7";"North_African__Middle_Eastern"
"6967";"174";"0";"12";"20";"African_Caribbean"
"6968";"186";"0";"20";"8";"Northern_European"
"6969";"175";"70";"10";"20";"Mixed_Race"
"6970";"190";"0";"11";"20";"Northern_European"
"6971";"172";"0";"7";"20";"African_Caribbean"
"6972";"174";"71";"20";"11";"North_African__Middle_Eastern"
"6973";"184";"79";"7";"20";"Mixed_Race"
"6974";"182";"76";"7";"20";"African_Caribbean"
"6975";"178";"0";"20";"8";"Mediterranean_Hispanic"
"6976";"182";"72";"7";"20";"African_Caribbean"
"6977";"189";"73";"13";"20";"Northern_European"
"6978";"188";"0";"20";"5";"Northern_European"
"6979";"176";"0";"20";"12";"African_Caribbean"
"6980";"187";"82";"20";"14";"Northern_European"
"6981";"167";"63";"11";"20";"Northern_European"
"6982";"173";"69";"20";"10";"Mediterranean_Hispanic"
"6983";"180";"70";"12";"20";"Northern_European"
"6984";"191";"0";"8";"20";"African_Caribbean"
"6985";"190";"90";"20";"10";"Mediterranean_Hispanic"
"6986";"181";"75";"20";"9";"Mediterranean_Hispanic"
"6987";"186";"74";"9";"20";"Native_American"
"6988";"186";"77";"10";"20";"Mediterranean_Hispanic"
"6989";"181";"72";"20";"8";"North_African__Middle_Eastern"
"6990";"180";"75";"15";"20";"Mixed_Race"
"6991";"187";"82";"20";"7";"African_Caribbean"
"6992";"188";"0";"8";"20";"African_Caribbean"
"6993";"185";"78";"20";"8";"Mediterranean_Hispanic"
"6994";"179";"0";"8";"20";"African_Caribbean"
"6995";"184";"79";"8";"20";"African_Caribbean"
"6996";"185";"0";"20";"15";"Northern_European"
"6997";"192";"82";"5";"20";"Mediterranean_Hispanic"
"6998";"188";"0";"10";"20";"African_Caribbean"
"6999";"181";"68";"20";"7";"Northern_European"
"7000";"168";"0";"8";"20";"African_Caribbean"
"7001";"172";"66";"8";"20";"Mediterranean_Hispanic"
"7002";"188";"76";"20";"7";"Mediterranean_Hispanic"
"7003";"172";"0";"20";"7";"Northern_European"
"7004";"180";"67";"11";"20";"Mediterranean_Hispanic"
"7005";"191";"78";"20";"5";"Mediterranean_Hispanic"
"7006";"171";"73";"8";"20";"Mediterranean_Hispanic"
"7007";"182";"76";"13";"20";"Northern_European"
"7008";"182";"71";"20";"10";"Mediterranean_Hispanic"
"7009";"181";"0";"5";"20";"Mediterranean_Hispanic"
"7010";"174";"0";"16";"20";"Mediterranean_Hispanic"
"7011";"181";"0";"7";"20";"Northern_European"
"7012";"185";"0";"5";"20";"Mediterranean_Hispanic"
"7013";"183";"77";"12";"20";"Northern_European"
"7014";"179";"74";"8";"20";"Mediterranean_Hispanic"
"7015";"188";"77";"20";"8";"Northern_European"
"7016";"178";"68";"20";"5";"Mediterranean_Hispanic"
"7017";"180";"63";"10";"20";"African_Caribbean"
"7018";"184";"82";"14";"20";"African_Caribbean"
"7019";"170";"68";"7";"20";"Mediterranean_Hispanic"
"7020";"186";"75";"7";"20";"Northern_European"
"7021";"189";"76";"9";"20";"African_Caribbean"
"7022";"174";"71";"11";"20";"Northern_European"
"7023";"175";"68";"14";"20";"African_Caribbean"
"7024";"168";"0";"20";"10";"Mixed_Race"
"7025";"173";"70";"9";"20";"African_Caribbean"
"7026";"191";"85";"20";"7";"Northern_European"
"7027";"188";"76";"20";"7";"North_African__Middle_Eastern"
"7028";"186";"82";"9";"20";"Mediterranean_Hispanic"
"7029";"174";"62";"10";"20";"Mediterranean_Hispanic"
"7030";"164";"60";"8";"20";"Mediterranean_Hispanic"
"7031";"178";"78";"11";"20";"Mediterranean_Hispanic"
"7032";"183";"79";"10";"20";"Northern_European"
"7033";"171";"0";"8";"20";"Northern_European"
"7034";"192";"78";"9";"20";"African_Caribbean"
"7035";"178";"74";"14";"20";"Northern_European"
"7036";"168";"63";"10";"20";"Mediterranean_Hispanic"
"7037";"187";"79";"20";"11";"Northern_European"
"7038";"177";"73";"20";"7";"African_Caribbean"
"7039";"178";"0";"8";"20";"Mediterranean_Hispanic"
"7040";"185";"78";"8";"20";"Mediterranean_Hispanic"
"7041";"190";"83";"20";"8";"Mediterranean_Hispanic"
"7042";"180";"72";"8";"20";"Northern_European"
"7043";"187";"70";"20";"4";"African_Caribbean"
"7044";"188";"83";"11";"20";"African_Caribbean"
"7045";"174";"78";"10";"20";"Mediterranean_Hispanic"
"7046";"168";"60";"20";"7";"African_Caribbean"
"7047";"181";"0";"8";"20";"Mediterranean_Hispanic"
"7048";"179";"67";"13";"20";"Northern_European"
"7049";"173";"0";"20";"8";"North_African__Middle_Eastern"
"7050";"172";"0";"8";"20";"Northern_European"
"7051";"187";"78";"10";"20";"Mediterranean_Hispanic"
"7052";"183";"71";"7";"20";"African_Caribbean"
"7053";"189";"82";"10";"20";"Northern_European"
"7054";"178";"65";"14";"20";"Asian"
"7055";"179";"68";"20";"10";"Mediterranean_Hispanic"
"7056";"180";"0";"8";"20";"Native_American"
"7057";"181";"69";"5";"20";"Mediterranean_Hispanic"
"7058";"171";"61";"9";"20";"African_Caribbean"
"7059";"173";"68";"10";"20";"African_Caribbean"
"7060";"180";"70";"8";"20";"Northern_European"
"7061";"172";"0";"14";"20";"Mediterranean_Hispanic"
"7062";"189";"85";"20";"5";"Northern_European"
"7063";"185";"0";"6";"20";"North_African__Middle_Eastern"
"7064";"177";"0";"10";"20";"Mediterranean_Hispanic"
"7065";"173";"62";"20";"11";"Mediterranean_Hispanic"
"7066";"182";"70";"20";"7";"Mixed_Race"
"7067";"175";"63";"20";"10";"North_African__Middle_Eastern"
"7068";"192";"85";"20";"8";"Mediterranean_Hispanic"
"7069";"186";"0";"20";"5";"Northern_European"
"7070";"189";"87";"14";"20";"Northern_European"
"7071";"168";"0";"11";"20";"North_African__Middle_Eastern"
"7072";"188";"79";"7";"20";"Mediterranean_Hispanic"
"7073";"173";"59";"20";"7";"Mediterranean_Hispanic"
"7074";"188";"80";"7";"20";"Mediterranean_Hispanic"
"7075";"176";"64";"11";"20";"African_Caribbean"
"7076";"188";"86";"8";"20";"North_African__Middle_Eastern"
"7077";"185";"0";"20";"9";"Northern_European"
"7078";"185";"79";"9";"20";"Northern_European"
"7079";"184";"72";"10";"20";"Northern_European"
"7080";"196";"76";"10";"20";"Mediterranean_Hispanic"
"7081";"190";"0";"20";"10";"Northern_European"
"7082";"180";"67";"11";"20";"Mediterranean_Hispanic"
"7083";"191";"0";"8";"20";"Northern_European"
"7084";"189";"79";"8";"20";"African_Caribbean"
"7085";"170";"70";"7";"20";"South_East_Asian"
"7086";"183";"78";"20";"13";"Northern_European"
"7087";"177";"69";"10";"20";"Mediterranean_Hispanic"
"7088";"191";"85";"20";"8";"Northern_European"
"7089";"174";"0";"20";"6";"Northern_European"
"7090";"184";"80";"12";"20";"Asian"
"7091";"183";"77";"20";"7";"Asian"
"7092";"178";"73";"10";"20";"Mediterranean_Hispanic"
"7093";"175";"60";"10";"20";"Mediterranean_Hispanic"
"7094";"177";"0";"20";"10";"Northern_European"
"7095";"175";"75";"5";"20";"Mediterranean_Hispanic"
"7096";"185";"80";"9";"20";"Mediterranean_Hispanic"
"7097";"178";"69";"20";"11";"Northern_European"
"7098";"183";"70";"12";"20";"Mediterranean_Hispanic"
"7099";"176";"76";"9";"20";"Mediterranean_Hispanic"
"7100";"170";"76";"20";"8";"Mediterranean_Hispanic"
"7101";"183";"74";"12";"20";"Northern_European"
"7102";"180";"78";"20";"6";"African_Caribbean"
"7103";"176";"0";"20";"14";"Northern_European"
"7104";"172";"70";"8";"20";"African_Caribbean"
"7105";"178";"70";"10";"20";"African_Caribbean"
"7106";"190";"75";"10";"20";"Mediterranean_Hispanic"
"7107";"180";"77";"11";"20";"Northern_European"
"7108";"193";"82";"5";"20";"Mediterranean_Hispanic"
"7109";"196";"0";"5";"20";"Northern_European"
"7110";"190";"83";"8";"20";"Northern_European"
"7111";"173";"0";"20";"8";"African_Caribbean"
"7112";"175";"68";"8";"20";"North_African__Middle_Eastern"
"7113";"178";"0";"13";"20";"Northern_European"
"7114";"188";"78";"20";"7";"Northern_European"
"7115";"179";"68";"11";"20";"Mediterranean_Hispanic"
"7116";"191";"84";"13";"20";"African_Caribbean"
"7117";"186";"78";"8";"20";"Northern_European"
"7118";"172";"66";"10";"20";"North_African__Middle_Eastern"
"7119";"195";"0";"7";"20";"Northern_European"
"7120";"183";"0";"8";"20";"Northern_European"
"7121";"193";"78";"8";"20";"Mediterranean_Hispanic"
"7122";"187";"71";"10";"20";"Northern_European"
"7123";"171";"62";"11";"20";"Mediterranean_Hispanic"
"7124";"183";"0";"20";"14";"Northern_European"
"7125";"166";"67";"9";"20";"Native_American"
"7126";"191";"0";"7";"20";"African_Caribbean"
"7127";"180";"0";"20";"10";"African_Caribbean"
"7128";"188";"0";"8";"20";"Northern_European"
"7129";"179";"63";"20";"12";"Native_American"
"7130";"182";"66";"13";"20";"North_African__Middle_Eastern"
"7131";"183";"82";"10";"20";"Northern_European"
"7132";"175";"0";"10";"20";"Mediterranean_Hispanic"
"7133";"174";"0";"15";"20";"Mediterranean_Hispanic"
"7134";"179";"0";"20";"8";"African_Caribbean"
"7135";"186";"72";"8";"20";"Northern_European"
"7136";"185";"72";"9";"20";"Mixed_Race"
"7137";"186";"77";"11";"20";"Mediterranean_Hispanic"
"7138";"171";"0";"14";"20";"Northern_European"
"7139";"163";"0";"9";"20";"African_Caribbean"
"7140";"174";"71";"20";"8";"North_African__Middle_Eastern"
"7141";"172";"65";"8";"20";"Asian"
"7142";"176";"0";"20";"6";"Mixed_Race"
"7143";"172";"73";"12";"20";"African_Caribbean"
"7144";"175";"65";"10";"20";"Northern_European"
"7145";"183";"74";"20";"10";"Northern_European"
"7146";"191";"92";"6";"20";"African_Caribbean"
"7147";"192";"80";"11";"20";"Northern_European"
"7148";"184";"0";"20";"10";"African_Caribbean"
"7149";"183";"80";"11";"20";"African_Caribbean"
"7150";"175";"73";"8";"20";"Native_American"
"7151";"189";"0";"8";"20";"Northern_European"
"7152";"184";"0";"11";"20";"Northern_European"
"7153";"165";"0";"10";"20";"Northern_European"
"7154";"187";"0";"12";"20";"Northern_European"
"7155";"176";"0";"10";"20";"Northern_European"
"7156";"172";"0";"6";"20";"Mediterranean_Hispanic"
"7157";"183";"0";"15";"20";"Northern_European"
"7158";"179";"0";"20";"12";"Mediterranean_Hispanic"
"7159";"182";"75";"11";"20";"African_Caribbean"
"7160";"178";"70";"20";"8";"North_African__Middle_Eastern"
"7161";"176";"0";"8";"20";"Mediterranean_Hispanic"
"7162";"192";"0";"12";"20";"Northern_European"
"7163";"179";"80";"12";"20";"African_Caribbean"
"7164";"189";"0";"10";"20";"Northern_European"
"7165";"183";"0";"7";"20";"Northern_European"
"7166";"170";"0";"8";"20";"African_Caribbean"
"7167";"174";"75";"10";"20";"Mixed_Race"
"7168";"160";"56";"5";"20";"Northern_European"
"7169";"172";"0";"11";"20";"North_African__Middle_Eastern"
"7170";"175";"0";"10";"20";"African_Caribbean"
"7171";"185";"80";"8";"20";"African_Caribbean"
"7172";"166";"56";"9";"20";"North_African__Middle_Eastern"
"7173";"186";"74";"20";"7";"Mediterranean_Hispanic"
"7174";"188";"67";"7";"20";"Northern_European"
"7175";"176";"71";"20";"10";"Mediterranean_Hispanic"
"7176";"187";"71";"8";"20";"African_Caribbean"
"7177";"190";"72";"20";"9";"Northern_European"
"7178";"187";"76";"8";"20";"Northern_European"
"7179";"190";"82";"20";"10";"African_Caribbean"
"7180";"196";"88";"20";"8";"Northern_European"
"7181";"182";"71";"20";"12";"Northern_European"
"7182";"188";"82";"20";"12";"Northern_European"
"7183";"173";"0";"8";"20";"African_Caribbean"
"7184";"187";"69";"11";"20";"African_Caribbean"
"7185";"186";"0";"16";"20";"North_African__Middle_Eastern"
"7186";"189";"0";"7";"20";"African_Caribbean"
"7187";"183";"69";"20";"5";"Mediterranean_Hispanic"
"7188";"183";"80";"6";"20";"Mediterranean_Hispanic"
"7189";"171";"70";"10";"20";"African_Caribbean"
"7190";"173";"0";"20";"14";"African_Caribbean"
"7191";"180";"0";"10";"20";"African_Caribbean"
"7192";"178";"68";"12";"20";"Mediterranean_Hispanic"
"7193";"177";"67";"11";"20";"Northern_European"
"7194";"186";"0";"20";"10";"Northern_European"
"7195";"178";"0";"10";"20";"Mixed_Race"
"7196";"183";"0";"10";"20";"African_Caribbean"
"7197";"185";"85";"5";"20";"Asian"
"7198";"186";"81";"10";"20";"African_Caribbean"
"7199";"179";"69";"12";"20";"Asian"
"7200";"193";"83";"6";"20";"Northern_European"
"7201";"168";"0";"20";"10";"Mediterranean_Hispanic"
"7202";"170";"0";"12";"20";"African_Caribbean"
"7203";"183";"80";"20";"8";"Northern_European"
"7204";"188";"0";"11";"20";"African_Caribbean"
"7205";"186";"69";"20";"12";"Mediterranean_Hispanic"
"7206";"184";"77";"8";"20";"Northern_European"
"7207";"180";"75";"9";"20";"Northern_European"
"7208";"180";"0";"9";"20";"Northern_European"
"7209";"185";"0";"20";"11";"Mediterranean_Hispanic"
"7210";"182";"70";"10";"20";"African_Caribbean"
"7211";"181";"75";"9";"20";"African_Caribbean"
"7212";"190";"77";"12";"20";"African_Caribbean"
"7213";"190";"0";"9";"20";"Northern_European"
"7214";"170";"0";"8";"20";"African_Caribbean"
"7215";"195";"0";"20";"11";"African_Caribbean"
"7216";"162";"0";"20";"8";"Mediterranean_Hispanic"
"7217";"175";"74";"14";"20";"Northern_European"
"7218";"183";"0";"5";"20";"African_Caribbean"
"7219";"175";"0";"8";"20";"Northern_European"
"7220";"176";"66";"11";"20";"Mixed_Race"
"7221";"175";"68";"7";"20";"Mixed_Race"
"7222";"195";"0";"12";"20";"Northern_European"
"7223";"189";"89";"8";"20";"Northern_European"
"7224";"189";"78";"10";"20";"Mixed_Race"
"7225";"185";"74";"8";"20";"Northern_European"
"7226";"183";"66";"10";"20";"Northern_European"
"7227";"186";"73";"10";"20";"Mediterranean_Hispanic"
"7228";"188";"0";"20";"7";"African_Caribbean"
"7229";"172";"0";"20";"9";"Asian"
"7230";"194";"90";"5";"20";"Northern_European"
"7231";"177";"0";"6";"20";"African_Caribbean"
"7232";"185";"68";"6";"20";"Mediterranean_Hispanic"
"7233";"188";"76";"11";"20";"Northern_European"
"7234";"186";"0";"20";"10";"African_Caribbean"
"7235";"179";"79";"12";"20";"Mediterranean_Hispanic"
"7236";"192";"81";"10";"20";"Northern_European"
"7237";"180";"77";"8";"20";"Mediterranean_Hispanic"
"7238";"190";"85";"6";"20";"Mediterranean_Hispanic"
"7239";"178";"67";"20";"9";"African_Caribbean"
"7240";"173";"60";"10";"20";"Mediterranean_Hispanic"
"7241";"191";"82";"20";"6";"Northern_European"
"7242";"181";"76";"12";"20";"African_Caribbean"
"7243";"186";"78";"8";"20";"Northern_European"
"7244";"196";"95";"20";"8";"African_Caribbean"
"7245";"181";"81";"10";"20";"Northern_European"
"7246";"193";"0";"6";"20";"African_Caribbean"
"7247";"178";"0";"10";"20";"African_Caribbean"
"7248";"177";"67";"20";"15";"African_Caribbean"
"7249";"185";"77";"10";"20";"Mediterranean_Hispanic"
"7250";"188";"0";"8";"20";"Mixed_Race"
"7251";"183";"76";"20";"7";"Mediterranean_Hispanic"
"7252";"177";"69";"20";"5";"Northern_European"
"7253";"180";"66";"11";"20";"African_Caribbean"
"7254";"174";"66";"10";"20";"Mediterranean_Hispanic"
"7255";"168";"69";"10";"20";"African_Caribbean"
"7256";"176";"68";"20";"12";"Mediterranean_Hispanic"
"7257";"192";"79";"6";"20";"African_Caribbean"
"7258";"185";"74";"20";"8";"Mediterranean_Hispanic"
"7259";"194";"0";"10";"20";"African_Caribbean"
"7260";"169";"63";"20";"10";"Mediterranean_Hispanic"
"7261";"194";"0";"20";"9";"African_Caribbean"
"7262";"176";"65";"13";"20";"Northern_European"
"7263";"170";"64";"17";"20";"Northern_European"
"7264";"183";"76";"20";"7";"Mediterranean_Hispanic"
"7265";"183";"77";"20";"8";"Mixed_Race"
"7266";"177";"73";"20";"8";"Mixed_Race"
"7267";"180";"70";"8";"20";"Mediterranean_Hispanic"
"7268";"181";"0";"20";"10";"African_Caribbean"
"7269";"177";"0";"9";"20";"Mediterranean_Hispanic"
"7270";"185";"79";"12";"20";"Mediterranean_Hispanic"
"7271";"187";"0";"8";"20";"Mediterranean_Hispanic"
"7272";"175";"0";"8";"20";"Mediterranean_Hispanic"
"7273";"176";"64";"11";"20";"Northern_European"
"7274";"186";"75";"9";"20";"Mediterranean_Hispanic"
"7275";"189";"78";"10";"20";"Mediterranean_Hispanic"
"7276";"181";"70";"20";"12";"Northern_European"
"7277";"175";"66";"8";"20";"Northern_European"
"7278";"188";"80";"8";"20";"African_Caribbean"
"7279";"174";"70";"20";"13";"Northern_European"
"7280";"188";"0";"20";"13";"African_Caribbean"
"7281";"170";"58";"10";"20";"Northern_European"
"7282";"179";"73";"20";"8";"Mixed_Race"
"7283";"178";"0";"8";"20";"Northern_European"
"7284";"175";"0";"7";"20";"Mediterranean_Hispanic"
"7285";"190";"0";"8";"20";"Northern_European"
"7286";"186";"83";"8";"20";"Mixed_Race"
"7287";"180";"73";"20";"10";"Mediterranean_Hispanic"
"7288";"187";"0";"8";"20";"Mixed_Race"
"7289";"178";"66";"8";"20";"Mediterranean_Hispanic"
"7290";"187";"0";"7";"20";"African_Caribbean"
"7291";"179";"0";"10";"20";"African_Caribbean"
"7292";"181";"0";"11";"20";"Mediterranean_Hispanic"
"7293";"174";"67";"7";"20";"Mediterranean_Hispanic"
"7294";"170";"0";"10";"20";"Northern_European"
"7295";"191";"64";"10";"20";"Northern_European"
"7296";"183";"0";"10";"20";"Mixed_Race"
"7297";"187";"0";"12";"20";"Mediterranean_Hispanic"
"7298";"181";"0";"11";"20";"Mixed_Race"
"7299";"191";"0";"6";"20";"African_Caribbean"
"7300";"170";"0";"8";"20";"African_Caribbean"
"7301";"195";"85";"8";"20";"Northern_European"
"7302";"175";"72";"8";"20";"Mediterranean_Hispanic"
"7303";"182";"0";"10";"20";"Northern_European"
"7304";"173";"67";"20";"11";"Native_American"
"7305";"183";"0";"10";"20";"Mediterranean_Hispanic"
"7306";"185";"72";"6";"20";"Northern_European"
"7307";"173";"0";"8";"20";"African_Caribbean"
"7308";"185";"82";"11";"20";"Northern_European"
"7309";"173";"67";"20";"10";"Northern_European"
"7310";"174";"68";"7";"20";"Mediterranean_Hispanic"
"7311";"183";"71";"14";"20";"Mediterranean_Hispanic"
"7312";"179";"67";"20";"12";"Northern_European"
"7313";"185";"80";"8";"20";"Asian"
"7314";"167";"56";"10";"20";"Mediterranean_Hispanic"
"7315";"182";"66";"20";"10";"Northern_European"
"7316";"185";"0";"20";"8";"Mediterranean_Hispanic"
"7317";"182";"66";"20";"12";"Mediterranean_Hispanic"
"7318";"189";"0";"20";"9";"Northern_European"
"7319";"183";"77";"8";"20";"Mediterranean_Hispanic"
"7320";"183";"66";"8";"20";"Mediterranean_Hispanic"
"7321";"179";"0";"10";"20";"African_Caribbean"
"7322";"165";"63";"8";"20";"Mediterranean_Hispanic"
"7323";"188";"82";"20";"7";"Northern_European"
"7324";"182";"74";"20";"8";"Northern_European"
"7325";"175";"70";"16";"20";"Northern_European"
"7326";"176";"72";"8";"20";"African_Caribbean"
"7327";"193";"0";"20";"11";"Mixed_Race"
"7328";"177";"77";"10";"20";"Mediterranean_Hispanic"
"7329";"172";"62";"20";"15";"North_African__Middle_Eastern"
"7330";"196";"0";"10";"20";"Northern_European"
"7331";"175";"64";"13";"20";"Mixed_Race"
"7332";"186";"73";"20";"9";"Northern_European"
"7333";"191";"80";"7";"20";"Northern_European"
"7334";"183";"80";"20";"12";"Mixed_Race"
"7335";"172";"0";"13";"20";"Mediterranean_Hispanic"
"7336";"170";"0";"5";"20";"African_Caribbean"
"7337";"171";"64";"14";"20";"Mediterranean_Hispanic"
"7338";"173";"65";"8";"20";"Mixed_Race"
"7339";"175";"65";"10";"20";"Mediterranean_Hispanic"
"7340";"179";"0";"8";"20";"African_Caribbean"
"7341";"186";"77";"8";"20";"Mediterranean_Hispanic"
"7342";"189";"84";"8";"20";"Northern_European"
"7343";"178";"64";"12";"20";"Mediterranean_Hispanic"
"7344";"168";"71";"13";"20";"Northern_European"
"7345";"185";"78";"15";"20";"North_African__Middle_Eastern"
"7346";"176";"75";"8";"20";"Mediterranean_Hispanic"
"7347";"179";"75";"7";"20";"Mediterranean_Hispanic"
"7348";"178";"0";"10";"20";"North_African__Middle_Eastern"
"7349";"173";"0";"9";"20";"Northern_European"
"7350";"161";"0";"8";"20";"Northern_European"
"7351";"180";"73";"8";"20";"Mediterranean_Hispanic"
"7352";"180";"73";"5";"20";"African_Caribbean"
"7353";"177";"0";"10";"20";"African_Caribbean"
"7354";"194";"0";"10";"20";"African_Caribbean"
"7355";"179";"70";"20";"10";"Mediterranean_Hispanic"
"7356";"176";"0";"8";"20";"Mixed_Race"
"7357";"168";"68";"10";"20";"Mediterranean_Hispanic"
"7358";"174";"60";"8";"20";"Northern_European"
"7359";"191";"0";"8";"20";"African_Caribbean"
"7360";"183";"0";"12";"20";"African_Caribbean"
"7361";"182";"0";"20";"9";"African_Caribbean"
"7362";"169";"68";"15";"20";"Asian"
"7363";"188";"81";"9";"20";"Mediterranean_Hispanic"
"7364";"192";"76";"5";"20";"Northern_European"
"7365";"181";"66";"10";"20";"Mediterranean_Hispanic"
"7366";"178";"73";"8";"20";"African_Caribbean"
"7367";"182";"0";"10";"20";"African_Caribbean"
"7368";"186";"0";"8";"20";"Northern_European"
"7369";"192";"82";"20";"8";"Northern_European"
"7370";"183";"72";"10";"20";"Mediterranean_Hispanic"
"7371";"175";"0";"20";"12";"North_African__Middle_Eastern"
"7372";"188";"67";"8";"20";"African_Caribbean"
"7373";"184";"75";"8";"20";"Mediterranean_Hispanic"
"7374";"177";"78";"10";"20";"Mediterranean_Hispanic"
"7375";"181";"72";"10";"20";"Mediterranean_Hispanic"
"7376";"184";"74";"9";"20";"Northern_European"
"7377";"172";"68";"6";"20";"African_Caribbean"
"7378";"186";"74";"11";"20";"Mediterranean_Hispanic"
"7379";"191";"0";"8";"20";"Northern_European"
"7380";"176";"65";"12";"20";"Northern_European"
"7381";"188";"75";"8";"20";"African_Caribbean"
"7382";"171";"65";"20";"8";"Mediterranean_Hispanic"
"7383";"184";"79";"13";"20";"Northern_European"
"7384";"177";"0";"6";"20";"North_African__Middle_Eastern"
"7385";"179";"0";"12";"20";"African_Caribbean"
"7386";"180";"75";"8";"20";"African_Caribbean"
"7387";"176";"62";"8";"20";"Northern_European"
"7388";"177";"62";"7";"20";"Mediterranean_Hispanic"
"7389";"176";"72";"8";"20";"Northern_European"
"7390";"177";"71";"13";"20";"South_East_Asian"
"7391";"182";"0";"8";"20";"African_Caribbean"
"7392";"166";"60";"8";"20";"Mixed_Race"
"7393";"184";"0";"12";"20";"Northern_European"
"7394";"180";"74";"20";"7";"North_African__Middle_Eastern"
"7395";"181";"70";"9";"20";"Northern_European"
"7396";"175";"69";"8";"20";"African_Caribbean"
"7397";"185";"78";"8";"20";"African_Caribbean"
"7398";"185";"75";"8";"20";"Northern_European"
"7399";"170";"64";"8";"20";"Asian"
"7400";"181";"74";"8";"20";"Asian"
"7401";"178";"76";"7";"20";"African_Caribbean"
"7402";"191";"76";"8";"20";"Mixed_Race"
"7403";"173";"55";"20";"10";"Northern_European"
"7404";"183";"74";"20";"8";"Northern_European"
"7405";"175";"62";"10";"20";"Asian"
"7406";"184";"0";"12";"20";"Northern_European"
"7407";"187";"0";"20";"8";"African_Caribbean"
"7408";"176";"0";"10";"20";"Mediterranean_Hispanic"
"7409";"186";"0";"11";"20";"Northern_European"
"7410";"186";"75";"10";"20";"African_Caribbean"
"7411";"180";"73";"13";"20";"Northern_European"
"7412";"179";"0";"9";"20";"Mediterranean_Hispanic"
"7413";"167";"63";"9";"20";"Native_American"
"7414";"181";"73";"20";"5";"Northern_European"
"7415";"167";"64";"20";"9";"Mediterranean_Hispanic"
"7416";"175";"0";"14";"20";"African_Caribbean"
"7417";"182";"0";"12";"20";"Northern_European"
"7418";"187";"0";"8";"20";"African_Caribbean"
"7419";"172";"0";"5";"20";"African_Caribbean"
"7420";"186";"0";"8";"20";"African_Caribbean"
"7421";"182";"70";"7";"20";"Mediterranean_Hispanic"
"7422";"173";"64";"16";"20";"Northern_European"
"7423";"169";"0";"20";"10";"African_Caribbean"
"7424";"195";"88";"15";"20";"Northern_European"
"7425";"178";"68";"10";"20";"Mediterranean_Hispanic"
"7426";"184";"77";"20";"10";"Mediterranean_Hispanic"
"7427";"175";"0";"9";"20";"Northern_European"
"7428";"190";"0";"8";"20";"Northern_European"
"7429";"178";"74";"20";"9";"North_African__Middle_Eastern"
"7430";"184";"72";"8";"20";"Mediterranean_Hispanic"
"7431";"181";"74";"15";"20";"Northern_European"
"7432";"173";"63";"10";"20";"North_African__Middle_Eastern"
"7433";"185";"71";"14";"20";"Northern_European"
"7434";"173";"67";"6";"20";"Northern_European"
"7435";"188";"0";"10";"20";"Northern_European"
"7436";"179";"69";"20";"10";"Mediterranean_Hispanic"
"7437";"174";"0";"8";"20";"Northern_European"
"7438";"165";"0";"10";"20";"Native_American"
"7439";"183";"68";"10";"20";"Asian"
"7440";"180";"69";"10";"20";"Asian"
"7441";"178";"69";"8";"20";"Asian"
"7442";"180";"65";"20";"10";"Asian"
"7443";"180";"0";"1";"20";"African_Caribbean"
"7444";"180";"0";"20";"8";"African_Caribbean"
"7445";"182";"72";"20";"9";"Northern_European"
"7446";"181";"75";"8";"20";"Northern_European"
"7447";"183";"72";"8";"20";"Northern_European"
"7448";"173";"0";"20";"9";"Northern_European"
"7449";"177";"0";"20";"8";"African_Caribbean"
"7450";"189";"70";"5";"20";"Mediterranean_Hispanic"
"7451";"190";"80";"10";"20";"Northern_European"
"7452";"183";"0";"20";"10";"Mediterranean_Hispanic"
"7453";"177";"83";"8";"20";"Northern_European"
"7454";"181";"75";"20";"6";"African_Caribbean"
"7455";"182";"0";"12";"20";"Northern_European"
"7456";"180";"64";"12";"20";"African_Caribbean"
"7457";"185";"0";"9";"20";"Mediterranean_Hispanic"
"7458";"177";"67";"14";"20";"Mixed_Race"
"7459";"176";"0";"6";"20";"Mediterranean_Hispanic"
"7460";"194";"85";"8";"20";"Northern_European"
"7461";"178";"71";"7";"20";"Mediterranean_Hispanic"
"7462";"162";"58";"12";"20";"Northern_European"
"7463";"160";"0";"20";"8";"Mixed_Race"
"7464";"186";"71";"9";"20";"Northern_European"
"7465";"181";"0";"10";"20";"Mixed_Race"
"7466";"177";"68";"10";"20";"African_Caribbean"
"7467";"191";"0";"15";"20";"African_Caribbean"
