"Name(ocultar)";"Futbolista_ID";"Habilidad Actual (200)";"Habilidad Potencial (200)"
"Antoñín";"6181";"115";"139"
"Borja Sainz";"6182";"115";"138"
"Ben Wilmot";"6183";"115";"141"
"Tom Holmes";"6184";"115";"140"
"Rodrigo Márquez";"6185";"115";"-75"
"Javier Belman";"6186";"115";"144"
"Mitchell van Bergen";"6187";"115";"135"
"Luis Olivas";"6188";"115";"144"
"Ahmed Kutucu";"6189";"115";"135"
"Roberto de la Rosa";"6190";"115";"144"
"David Zalazar";"6191";"115";"-75"
"Talles Costa";"6192";"115";"135"
"Abiel Osorio";"6193";"115";"146"
"Tomás Muro";"6194";"115";"-75"
"Jonas David";"6195";"115";"138"
"Marko Milovanović";"6196";"115";"-8"
"Eric Martel";"6197";"115";"-8"
"Bruno Fuchs";"6198";"115";"135"
"Felippe Cardoso";"6199";"115";"138"
"Nicolás Díaz";"6200";"115";"142"
"Matheus Mendes";"6201";"115";"135"
"Manuel Duarte";"6202";"115";"135"
"Leo Román";"6203";"115";"140"
"Kik Pierie";"6204";"115";"135"
"Anouar Ait El Hadj";"6205";"115";"-75"
"Morgan Rogers";"6206";"115";"-8"
"Mounir Chouiar";"6207";"115";"136"
"Diego Pampín";"6208";"115";"138"
"Daniel González";"6209";"115";"140"
"Harry Darling";"6210";"115";"145"
"Billy Mitchell";"6211";"115";"135"
"Koba Lein";"6212";"115";"-85"
"Naouirou Ahamada";"6213";"115";"-75"
"Isaac Atanga";"6214";"115";"-75"
"Emanuel Emegha";"6215";"115";"-8"
"Stelios Andreou";"6216";"115";"-75"
"Eliot Matazo";"6217";"115";"-8"
"Ernest Nuamah";"6218";"115";"-75"
"Sebastian Hausner";"6219";"115";"135"
"Bart Verbruggen";"6220";"115";"-75"
"Marko Bulat";"6221";"115";"147"
"Dominik Kotarski";"6222";"115";"135"
"Iliyan Stefanov";"6223";"115";"136"
"Bali Mumba";"6224";"115";"136"
"Mikael Egill Ellertsson";"6225";"115";"-75"
"Aguibou Camara";"6226";"115";"135"
"Yerson Mosquera";"6227";"115";"-8"
"Pape Matar Sarr";"6228";"115";"-8"
"Tomás Araújo";"6229";"115";"-75"
"Daniel Maldini";"6230";"115";"145"
"Luca Moro";"6231";"115";"145"
"Antonio Aranda";"6232";"115";"140"
"Bruno Jordão";"6233";"115";"143"
"Aaron Connolly";"6234";"115";"136"
"Nico Serrano";"6235";"115";"-85"
"Jesper Daland";"6236";"115";"140"
"Bartosz Białek";"6237";"115";"-75"
"Frederik Jäkel";"6238";"115";"150"
"Odin Thiago Holm";"6239";"115";"-8"
"Franco Díaz";"6240";"115";"138"
"Abakar Sylla";"6241";"115";"-8"
"Doron Leidner";"6242";"115";"140"
"Tommaso Milanese";"6243";"115";"-8"
"Mateusz Bogusz";"6244";"115";"140"
"Nicolas Galazzi";"6245";"115";"135"
"Riquelme";"6246";"115";"-8"
"Theo Corbeanu";"6247";"115";"144"
"Julio Enciso";"6248";"115";"-8"
"Kevin Zenón";"6249";"115";"136"
"Riccardo Capellini";"6250";"115";"135"
"Carlo Adriano";"6251";"115";"140"
"Cesare Casadei";"6252";"115";"-9"
"Mayckel Lahdo";"6253";"115";"-75"
"Matisse Samoise";"6254";"115";"140"
"Francisco Ginella";"6255";"115";"137"
"Juan Manuel Sanabria";"6256";"115";"137"
"Parfait Guiagon";"6257";"115";"145"
"Louis Munteanu";"6258";"115";"135"
"Nüraly Älip";"6259";"115";"135"
"Simo";"6260";"115";"135"
"Mohamed Tougai";"6261";"115";"135"
"Roberto Fernández";"6262";"115";"-75"
"Víctor Guzmán";"6263";"115";"145"
"Guilherme Biro";"6264";"114";"136"
"Jonny";"6265";"114";"138"
"Julián Fernández";"6266";"114";"-75"
"Jamie Cumming";"6267";"114";"135"
"Telmo Arcanjo";"6268";"114";"152"
"Shayne Lavery";"6269";"114";"135"
"Ben Cabango";"6270";"114";"138"
"Samuel Brolin";"6271";"114";"140"
"Domingos Quina";"6272";"114";"140"
"Léo Naldi";"6273";"114";"136"
"Arvin Appiah";"6274";"114";"141"
"Harisson Marcelin";"6275";"114";"139"
"Gaspar";"6276";"114";"138"
"Taylor Richards";"6277";"114";"140"
"Leopold Wahlstedt";"6278";"114";"136"
"Nathan Baxter";"6279";"114";"140"
"Kenny Rocha Santos";"6280";"114";"137"
"Bruno Amione";"6281";"114";"-75"
"Zé Carlos";"6282";"114";"-75"
"Ramón Juan";"6283";"114";"136"
"Jack Rudoni";"6284";"114";"135"
"Patryk Klimala";"6285";"114";"135"
"Maxim De Cuyper";"6286";"114";"140"
"Moussa N'Diaye";"6287";"114";"-75"
"Gift Links";"6288";"114";"136"
"Luis Zárate";"6289";"114";"-75"
"Gabriel Silva";"6290";"114";"-75"
"Jesús Bueno";"6291";"114";"137"
"Andrea Danzi";"6292";"114";"136"
"Franco Watson";"6293";"114";"-75"
"Omar Rekik";"6294";"114";"-8"
"Eduardo Aguirre";"6295";"114";"139"
"Gabriele Gori";"6296";"114";"136"
"Shurandy Sambo";"6297";"114";"-75"
"Vicente Besuijen";"6298";"114";"137"
"Franco Orozco";"6299";"114";"-75"
"Vladan Danilović";"6300";"114";"136"
"Christopher Scott";"6301";"114";"-75"
"Luca Oyen";"6302";"114";"-8"
"Dan Neil";"6303";"114";"-75"
"Nikita Iosifov";"6304";"114";"150"
"Alexis Steimbach";"6305";"114";"-75"
"Gautier Ott";"6306";"114";"-75"
"Lorenz Assignon";"6307";"114";"139"
"Jayden Oosterwolde";"6308";"114";"144"
"Tobias Bech";"6309";"114";"-75"
"Pontus Dahlberg";"6310";"114";"145"
"Christian Kouan";"6311";"114";"139"
"Harvey Vale";"6312";"114";"-8"
"Mandela Keita";"6313";"114";"-75"
"Kaly Sène";"6314";"114";"136"
"Song Min-Kyu";"6315";"114";"-75"
"Alexis Tibidi";"6316";"114";"-8"
"Juan Miguel Latasa";"6317";"114";"140"
"Vladyslav Supriaha";"6318";"114";"135"
"Kyôsuke Tagawa";"6319";"114";"-75"
"Lucão";"6320";"114";"136"
"Luis Binks";"6321";"114";"-75"
"Gaizka Ayesa";"6322";"114";"145"
"Hákon Arnar Haraldsson";"6323";"114";"-8"
"Jofré Carreras";"6324";"114";"139"
"Patrik Sigurður Gunnarsson";"6325";"114";"135"
"Borja Garcés";"6326";"114";"138"
"Leopold Querfeld";"6327";"114";"-8"
"Milutin Osmajić";"6328";"114";"138"
"Ben Wiles";"6329";"114";"136"
"Mads Christiansen";"6330";"114";"135"
"Pedro Malheiro";"6331";"114";"135"
"David Kasumu";"6332";"114";"135"
"Isak Amundsen";"6333";"114";"136"
"Ebrima Darboe";"6334";"114";"149"
"Williot Swedberg";"6335";"114";"-85"
"Sebastian Sebulonsen";"6336";"114";"135"
"Tyler Morton";"6337";"114";"-8"
"Marcelo Flores";"6338";"114";"-8"
"Antonio Moyano";"6339";"114";"137"
"Braian Martínez";"6340";"114";"135"
"Alberto Del Moral";"6341";"114";"147"
"Miguel Rodríguez";"6342";"114";"-8"
"Samuel Sosa";"6343";"114";"141"
"Matthäus Taferner";"6344";"114";"146"
"Lucas Barbosa";"6345";"113";"-75"
"Thomas Basila";"6346";"113";"145"
"Malcolm Ebiowei";"6347";"113";"-8"
"Abubeker Nasir";"6348";"113";"137"
"Liam Gibbs";"6349";"113";"-75"
"Nikolas Dyhr";"6350";"113";"-75"
"Armando Shashoua";"6351";"113";"141"
"Ramón Terrats";"6352";"113";"145"
"Callum Morton";"6353";"113";"137"
"Eylon Almog";"6354";"113";"145"
"Sam Surridge";"6355";"113";"136"
"Lino";"6356";"113";"135"
"Abraham Marcus";"6357";"113";"135"
"Iván Leguizamón";"6358";"113";"138"
"Hamode Kanaan";"6359";"113";"140"
"Stephen Welsh";"6360";"113";"135"
"George Hirst";"6361";"113";"135"
"Martin Minchev";"6362";"113";"-75"
"Rômulo Cardoso";"6363";"113";"-75"
"Martin Moormann";"6364";"113";"135"
"Maxim Dekker";"6365";"113";"-8"
"Jair Díaz";"6366";"113";"138"
"Veljko Nikolić";"6367";"113";"136"
"Armin Gigović";"6368";"113";"-75"
"Danilo Veiga";"6369";"113";"-75"
"David Ayala";"6370";"113";"-8"
"Adrián Butzke";"6371";"113";"135"
"Souffian El Karouani";"6372";"113";"135"
"Maximilian Bauer";"6373";"113";"136"
"Shola Shoretire";"6374";"113";"-8"
"George Bello";"6375";"113";"-75"
"Nelson Quiñones";"6376";"113";"-75"
"Aïmen Moueffek";"6377";"113";"145"
"Jhoanner Chávez";"6378";"113";"-75"
"Nils Fröling";"6379";"113";"138"
"Sergio Lozano";"6380";"113";"140"
"Tomás Moschion";"6381";"113";"135"
"Max Bird";"6382";"113";"140"
"Telasco Segovia";"6383";"113";"-8"
"Paxton Pomykal";"6384";"113";"135"
"Dylan Borrero";"6385";"113";"-75"
"Dennis Cirkin";"6386";"113";"-75"
"Abdelkabir Abqar";"6387";"113";"136"
"Pablo Ortiz";"6388";"113";"138"
"Fin Stevens";"6389";"113";"-75"
"Pavel Maslov";"6390";"113";"141"
"Lautaro Valenti";"6391";"113";"135"
"Edson Rivas";"6392";"113";"-75"
"Elias Jelert";"6393";"113";"-75"
"Oliver Zandén";"6394";"113";"138"
"Giorgio Cittadini";"6395";"113";"-8"
"Lorenzo Pirola";"6396";"113";"-75"
"Sebastian Nanasi";"6397";"113";"-75"
"Nico Yennaris";"6398";"113";"125"
"Diogo Pinto";"6399";"112";"135"
"Robert Renan";"6400";"112";"-85"
"Simone Santoro";"6401";"112";"135"
"Hamza Rafia";"6402";"112";"135"
"Aldo Florenzi";"6403";"112";"-75"
"Anayo Iwuala";"6404";"112";"135"
"Carlos Vargas";"6405";"112";"137"
"Nicolás Siri";"6406";"112";"-75"
"Yahia Fofana";"6407";"112";"148"
"Bartosz Slisz";"6408";"112";"140"
"Joaquín Blázquez";"6409";"112";"148"
"Cristo Romero";"6410";"112";"139"
"Jamie Lawrence";"6411";"112";"-75"
"Bryan Reynolds";"6412";"112";"137"
"Paul Wanner";"6413";"112";"-9"
"Matías Palacios";"6414";"112";"-75"
"Ismael Cortez";"6415";"112";"136"
"Ousmane Diakité";"6416";"112";"135"
"Juan Artola";"6417";"112";"142"
"Ahmet Muhamedbegovic";"6418";"112";"137"
"Marco Brescianini";"6419";"112";"146"
"Jenson Seelt";"6420";"112";"-8"
"Jan Boller";"6421";"112";"137"
"Christian Joel Sánchez";"6422";"112";"142"
"Fodé Fofana";"6423";"112";"-8"
"Marco Kana";"6424";"112";"-75"
"Luka Romero";"6425";"112";"-85"
"Rarmani Edmonds-Green";"6426";"112";"135"
"Maximiliano González";"6427";"112";"-75"
"Riccardo Calafiori";"6428";"112";"138"
"Victor Hugo";"6429";"112";"-8"
"Maxwell Gyamfi";"6430";"112";"137"
"Sven Mijnans";"6431";"112";"-75"
"Ibrahima Kébé";"6432";"112";"135"
"Eddie Salcedo";"6433";"112";"139"
"Niels Nkounkou";"6434";"112";"137"
"Mohamed Kaba";"6435";"112";"-75"
"Rodrigo Montes";"6436";"112";"141"
"Alessandro Cortinovis";"6437";"112";"142"
"Alonso Aceves";"6438";"112";"145"
"Anis Mehmeti";"6439";"112";"135"
"Pablo Rodríguez";"6440";"112";"142"
"Tim Schreiber";"6441";"112";"-75"
"Patricio Núñez";"6442";"112";"135"
"Gonzalo González";"6443";"112";"-75"
"Marouan Azarkan";"6444";"112";"-75"
"Moussa Sissako";"6445";"112";"148"
"Yann Gboho";"6446";"112";"137"
"Sebastiano Esposito";"6447";"112";"-75"
"Steven Sessegnon";"6448";"112";"138"
"Muharem Huskovic";"6449";"112";"-8"
"Ethan Erhahon";"6450";"112";"144"
"Oleksandr Nazarenko";"6451";"112";"135"
"Tim Breithaupt";"6452";"112";"-75"
"Saïdou Sow";"6453";"112";"-75"
"Christian Larotonda";"6454";"112";"135"
"Ryan Longman";"6455";"112";"138"
"Lewis Bate";"6456";"112";"144"
"Japhet Sery Larsen";"6457";"112";"136"
"Dominik Yankov";"6458";"112";"148"
"Valentin Antov";"6459";"112";"148"
"Paul Nebel";"6460";"112";"-75"
"Jonathan Russell";"6461";"112";"135"
"Ricardo Pepi";"6462";"112";"-8"
"Petar Stanić";"6463";"112";"139"
"Emmanuel Longelo";"6464";"112";"138"
"Kristijan Belić";"6465";"112";"139"
"Nilton Varela";"6466";"112";"136"
"Kayky";"6467";"112";"-9"
"Filip Rønningen Jørgensen";"6468";"112";"-8"
"Daniil Denisov";"6469";"112";"-75"
"Mark McGuinness";"6470";"112";"142"
"Joshua Kitolano";"6471";"112";"-75"
"Mihajlo Ivančević";"6472";"112";"137"
"Jonathan Rowe";"6473";"112";"-75"
"Nikola Štulić";"6474";"112";"137"
"Bruno Rodrigues";"6475";"112";"135"
"Jhilmar Lora";"6476";"112";"138"
"Konstantin Tyukavin";"6477";"112";"-8"
"Zuriko Davitashvili";"6478";"112";"135"
"Tim Iroegbunam";"6479";"112";"-75"
"Jonathan Panzo";"6480";"112";"-75"
"Paddy Lane";"6481";"112";"135"
"Yuri César";"6482";"112";"140"
"Svit Sešlar";"6483";"112";"-75"
"Lilian Egloff";"6484";"112";"-75"
"Stipe Biuk";"6485";"112";"-8"
"Tobias Raschl";"6486";"112";"135"
"Dujon Sterling";"6487";"112";"-75"
"João Marcelo";"6488";"112";"135"
"Kaine Kesler Hayden";"6489";"112";"-8"
"Harald Tangen";"6490";"112";"135"
"Ignacio Maestro Puch";"6491";"112";"-75"
"Lucas Bergström";"6492";"112";"-75"
"Kevin López";"6493";"112";"-75"
"Noah Weißhaupt";"6494";"112";"-75"
"Zidane Iqbal";"6495";"112";"-75"
"Eric Kahl";"6496";"111";"135"
"Tanner Tessmann";"6497";"111";"148"
"Ante Palaversa";"6498";"111";"143"
"Lee Buchanan";"6499";"111";"138"
"Matheus Nascimento";"6500";"111";"-8"
"Ilias Koutsoupias";"6501";"111";"141"
"Daishawn Redan";"6502";"111";"-75"
"Kilian Ludewig";"6503";"111";"136"
"Yasin Ayari";"6504";"111";"-75"
"Danila Prokhin";"6505";"111";"143"
"MT";"6506";"111";"140"
"Octavian Popescu";"6507";"111";"-8"
"Conor Coventry";"6508";"111";"140"
"Thijs Oosting";"6509";"111";"135"
"Diego Altube";"6510";"111";"147"
"Tim Rönning";"6511";"111";"155"
"Yerson Chacón";"6512";"111";"-8"
"Nik Prelec";"6513";"111";"136"
"Francisco Flores";"6514";"111";"142"
"David Miculescu";"6515";"111";"135"
"Elliot Embleton";"6516";"111";"137"
"Lukas Gütlbauer";"6517";"111";"147"
"Thomas Kristensen";"6518";"111";"-75"
"Amankwah Forson";"6519";"111";"-75"
"Oleh Ocheretko";"6520";"111";"-75"
"Gabriele Ferrarini";"6521";"111";"138"
"Joaquín Sosa";"6522";"111";"-75"
"Bruno Iglesias";"6523";"111";"-9"
"Akor Jerome Adams";"6524";"111";"135"
"Leon King";"6525";"111";"-8"
"Rufino Lucero";"6526";"111";"139"
"Marko Divkovic";"6527";"111";"135"
"Paulos Abraham";"6528";"111";"-75"
"Bastián Yáñez";"6529";"111";"-75"
"Pablo Ramón";"6530";"111";"155"
"Nduka Junior";"6531";"111";"147"
"Viktor Johansson";"6532";"111";"136"
"Luanzinho";"6533";"111";"135"
"Evidence Makgopa";"6534";"111";"140"
"Bongokuhle Hlongwane";"6535";"111";"145"
"Leandro Brey";"6536";"111";"-75"
"Iván Morante";"6537";"111";"143"
"Matthew Sorinola";"6538";"111";"135"
"Emerson Rodríguez";"6539";"111";"140"
"Filip Jörgensen";"6540";"111";"-75"
"Joel Bagan";"6541";"111";"135"
"Luca Martínez Dupuy";"6542";"111";"136"
"Federico Ravaglia";"6543";"111";"136"
"Þórir Jóhann Helgason";"6544";"111";"148"
"Raúl Moro";"6545";"111";"-75"
"Raúl García";"6546";"111";"136"
"Mirko Topić";"6547";"111";"140"
"Santiago Naveda";"6548";"111";"145"
"Gabriel Barros";"6549";"111";"138"
"Manfred Ugalde";"6550";"111";"-75"
"Harvey White";"6551";"111";"-8"
"Christos Zafeiris";"6552";"111";"-8"
"Jung Sang-Bin";"6553";"111";"-8"
"Pablo Moreno";"6554";"111";"-75"
"Juninho";"6555";"110";"136"
"César Haydar";"6556";"110";"-75"
"Matías Soulé";"6557";"110";"-8"
"Ewoud Pletinckx";"6558";"110";"141"
"Wahid Faghir";"6559";"110";"-8"
"Dane Scarlett";"6560";"110";"-9"
"Isaac Lihadji";"6561";"110";"-8"
"Toluwalase Arokodare";"6562";"110";"135"
"Adnan Uğur";"6563";"110";"139"
"Dilane Bakwa";"6564";"110";"-75"
"Damián Fernández";"6565";"110";"136"
"James Trafford";"6566";"110";"-75"
"Mender García";"6567";"110";"135"
"Bilal El Khannouss";"6568";"110";"-75"
"Charlie McCann";"6569";"110";"-75"
"Luca Kronberger";"6570";"110";"137"
"Kacper Kozłowski";"6571";"110";"-85"
"Teden Mengi";"6572";"110";"-75"
"Ruslan Neshcheret";"6573";"110";"-8"
"Rareş Ilie";"6574";"110";"-8"
"Botond Balogh";"6575";"110";"-75"
"Urko González de Zárate";"6576";"110";"-8"
"Lukas Kačavenda";"6577";"110";"-8"
"Luka Vešner Tičić";"6578";"110";"138"
"Marian Faryna";"6579";"110";"-8"
"Joelson Fernandes";"6580";"110";"-8"
"Marco Angulo";"6581";"110";"-75"
"Zach Hemming";"6582";"110";"-75"
"Marcin Bułka";"6583";"110";"138"
"Tommaso Baldanzi";"6584";"110";"-8"
"Clément Vidal";"6585";"110";"135"
"Loïc Mbe Soh";"6586";"110";"-75"
"João Virgínia";"6587";"110";"138"
"Alexis Trouillet";"6588";"110";"135"
"Tom Dele-Bashiru";"6589";"110";"135"
"Giovanni Fabbian";"6590";"110";"-8"
"Ahmetcan Kaplan";"6591";"110";"-8"
"Giulian Biancone";"6592";"110";"135"
"Enzo Millot";"6593";"110";"-8"
"Iker Álvarez";"6594";"110";"146"
"Amir Hossein Hosseinzadeh";"6595";"110";"140"
"Conor Noß";"6596";"110";"135"
"Linus Gechter";"6597";"110";"-8"
"Ayman Benarous";"6598";"110";"-75"
"Ammar Hamdi";"6599";"110";"140"
"Emilio Lara";"6600";"110";"-8"
"Emilio Kehrer";"6601";"110";"-75"
"Saba Sazonov";"6602";"110";"-75"
"Kerim Çalhanoğlu";"6603";"110";"-75"
"Kirill Kravtsov";"6604";"110";"-75"
"Furkan Bayır";"6605";"110";"135"
"Christopher Wooh";"6606";"110";"135"
"Ousmane Camara";"6607";"110";"-75"
"Felipe Amaral";"6608";"110";"-75"
"Samuele Mulattieri";"6609";"110";"135"
"Julián Malatini";"6610";"110";"135"
"Benjamin Nygren";"6611";"110";"135"
"James McAtee";"6612";"110";"-8"
"Matías González";"6613";"110";"-75"
"Simone Canestrelli";"6614";"110";"138"
"Simone Ghidotti";"6615";"110";"140"
"Alexandr Kovalenko";"6616";"110";"-8"
"Eom Ji-Sung";"6617";"110";"-75"
"Lee Han-Bum";"6618";"110";"-75"
"Mathias Olesen";"6619";"110";"138"
"Ilija Vukotić";"6620";"110";"138"
"Christian Pastina";"6621";"110";"140"
"Sebastián Pereira";"6622";"110";"135"
"Tom Rothe";"6623";"110";"-8"
"Tim Lemperle";"6624";"110";"-75"
"Matheus Donelli";"6625";"110";"-8"
"Iker Losada";"6626";"110";"-75"
"Nicolás Demartini";"6627";"110";"135"
"Luca D'Andrea";"6628";"110";"-75"
"Luca Gemello";"6629";"110";"140"
"Franck Kanouté";"6630";"110";"144"
"Niccolò Pierozzi";"6631";"110";"138"
"Guy Mbenza";"6632";"110";"135"
"Peer Koopmeiners";"6633";"110";"-75"
"Riccardo Ciervo";"6634";"110";"-75"
"Dorgéles Néné";"6635";"110";"-8"
"Bradley Barcola";"6636";"110";"-8"
"James Hill";"6637";"110";"140"
"Hugo Vallejo";"6638";"110";"143"
"Álvaro Núñez";"6639";"110";"135"
"Marko Stamenić";"6640";"110";"-75"
"Pedro Brazão";"6641";"110";"-8"
"Dion Lopy";"6642";"110";"140"
"Tomás Tavares";"6643";"110";"135"
"Calvin Ramsay";"6644";"110";"-8"
"Tomás Esteves";"6645";"110";"-8"
"Álvaro Bastida";"6646";"110";"-75"
"Emrecan Uzunhan";"6647";"110";"140"
"Jay Matete";"6648";"110";"138"
"Rico Lewis";"6649";"110";"-8"
"Aziz Ouattara";"6650";"110";"145"
"Danil Prutsev";"6651";"110";"138"
"Fabio Blanco";"6652";"110";"-8"
"Dimitrije Kamenović";"6653";"110";"139"
"Tommy Conway";"6654";"110";"135"
"Nicolas Vouilloz";"6655";"110";"138"
"Christopher Lungoyi";"6656";"110";"135"
"Alex Mighten";"6657";"110";"135"
"Arouna Sanganté";"6658";"110";"-75"
"Gabriel Vega";"6659";"110";"137"
"Issa Soumaré";"6660";"110";"143"
"Fares Chaïbi";"6661";"110";"-8"
"Billy Koumetio";"6662";"110";"-8"
"Christian Rasmussen";"6663";"110";"-75"
"Rafael Brito";"6664";"110";"-75"
"Tyias Browning";"6665";"110";"135"
"Juan Cruz";"6666";"109";"135"
"Mahmoud Gad";"6667";"109";"148"
"Leighton Clarkson";"6668";"109";"-75"
"Germán Valera";"6669";"109";"-75"
"Matko Miljevic";"6670";"109";"136"
"Carlos Dotor";"6671";"109";"146"
"Oliver Dovin";"6672";"109";"-75"
"Martim Neto";"6673";"109";"-8"
"Nicholas Mickelson";"6674";"109";"136"
"Martim Tavares";"6675";"109";"-8"
"Kacper Tobiasz";"6676";"109";"-8"
"Miguel Azeez";"6677";"109";"-75"
"Isak Jansson";"6678";"109";"135"
"Martín Pascual";"6679";"109";"147"
"Thomas Kastanaras";"6680";"109";"-75"
"Bautista Kociubinski";"6681";"109";"142"
"Cristian Volpato";"6682";"109";"-8"
"Warren O'Hora";"6683";"109";"135"
"Mathias Kvistgaarden";"6684";"109";"140"
"Bradley Fink";"6685";"109";"-75"
"Giuseppe Di Serio";"6686";"109";"139"
"Andrés Romero";"6687";"109";"-75"
"Jon Aramburu";"6688";"109";"-75"
"Ernest Poku";"6689";"109";"-85"
"Luke Woolfenden";"6690";"109";"140"
"Christian Cappis";"6691";"109";"137"
"Brian Oddei";"6692";"109";"-75"
"Robert Wagner";"6693";"109";"-8"
"Haissem Hassan";"6694";"109";"-75"
"Eguinaldo";"6695";"109";"-75"
"Ekanit Panya";"6696";"109";"137"
"Louie Sibley";"6697";"109";"135"
"Nikola Stanković";"6698";"109";"-75"
"Muhammed Damar";"6699";"109";"-8"
"Mamady Diambou";"6700";"109";"-8"
"Nikola Soldo";"6701";"109";"142"
"John Kennedy";"6702";"109";"136"
"Ki-Jana Hoever";"6703";"109";"-8"
"Sávio";"6704";"109";"-85"
"Mattie Pollock";"6705";"109";"140"
"Zeno Debast";"6706";"109";"-85"
"Patrick Vroegh";"6707";"109";"137"
"Kian Fitz-Jim";"6708";"109";"-8"
"Raymundo Fulgencio";"6709";"109";"135"
"Akinkunmi Amoo";"6710";"109";"-8"
"Kevin Yakob";"6711";"109";"135"
"Tobias Gulliksen";"6712";"109";"-85"
"Agustín Lagos";"6713";"109";"-75"
"Oh Hyeon-Gyu";"6714";"109";"-75"
"John Tolkin";"6715";"109";"138"
"Roko Šimić";"6716";"109";"-8"
"Désiré Doué";"6717";"109";"-9"
"Mootez Zaddem";"6718";"109";"135"
"Hayden Carter";"6719";"109";"135"
"Hans Nicolussi Caviglia";"6720";"109";"144"
"Amine Salama";"6721";"109";"135"
"Erik López";"6722";"109";"-75"
"Lucas Román";"6723";"109";"-75"
"Franco Carboni";"6724";"109";"-8"
"Henrik Heggheim";"6725";"109";"139"
"Baltazar";"6726";"109";"136"
"Abderrahim Deghmoum";"6727";"109";"135"
"Matthew Smith";"6728";"109";"138"
"Pedro Vite";"6729";"109";"-8"
"Charles Abi";"6730";"109";"135"
"Filip Bundgaard";"6731";"109";"-75"
"Garang Kuol";"6732";"109";"-8"
"Pedro Delgado";"6733";"109";"138"
"Pedrinho";"6734";"108";"-75"
"Emmanuel Gyabuaa";"6735";"108";"140"
"Marlon Gomes";"6736";"108";"-75"
"Khalid Al-Ghannam";"6737";"108";"139"
"Miguel Maga";"6738";"108";"141"
"Torben Rhein";"6739";"108";"-75"
"Jean N'Guessan";"6740";"108";"-8"
"Karim Konaté";"6741";"108";"-85"
"Aune Heggebø";"6742";"108";"136"
"Bernardo Folha";"6743";"108";"-8"
"Fredrik Oppegård";"6744";"108";"138"
"Mateo Sanabria";"6745";"108";"136"
"Łukasz Poręba";"6746";"108";"135"
"Nilson Angulo";"6747";"108";"-75"
"Kristian Arnstad";"6748";"108";"-75"
"Samuel Soares";"6749";"108";"-75"
"Till Cissokho";"6750";"108";"137"
"Samuele Vignato";"6751";"108";"-85"
"Maissa Ndiaye";"6752";"108";"136"
"Marcelino Carreazo";"6753";"108";"135"
"Trilli";"6754";"108";"-8"
"Ernest Muçi";"6755";"108";"135"
"Jhon Durán";"6756";"108";"-85"
"Gonçalo Cardoso";"6757";"108";"140"
"Alberto Quintana";"6758";"108";"140"
"Daniel Jebbison";"6759";"108";"-75"
"Amourricho van Axel Dongen";"6760";"108";"-85"
"Aleksander Buksa";"6761";"108";"-75"
"Kegan Johannes";"6762";"108";"140"
"Mario Stroeykens";"6763";"108";"-85"
"Karim Dermane";"6764";"108";"-8"
"Vladyslav Vanat";"6765";"108";"-75"
"Yasin Salmani";"6766";"108";"-75"
"Carlos Olses";"6767";"108";"137"
"Cole Bassett";"6768";"108";"136"
"Haydon Roberts";"6769";"108";"-8"
"Cade Cowell";"6770";"108";"-75"
"Gabriel Słonina";"6771";"108";"-85"
"Thiaguinho";"6772";"108";"135"
"Matěj Kovář";"6773";"108";"-75"
"Armindo Sieb";"6774";"108";"-75"
"Kerwin Vargas";"6775";"108";"137"
"Mika Biereth";"6776";"108";"-8"
"Svetoslav Vutsov";"6777";"108";"137"
"Anthony Valencia";"6778";"108";"-75"
"Beni Makouana";"6779";"108";"135"
"Nicolò Tresoldi";"6780";"108";"-8"
"Lewis Dobbin";"6781";"108";"-75"
"Carlos Vivas";"6782";"108";"-75"
"Oscar Schwartau";"6783";"108";"-75"
"Festy Ebosele";"6784";"108";"-75"
"Carl Rushworth";"6785";"108";"148"
"Tymur Puzankov";"6786";"108";"-75"
"Anthony Patterson";"6787";"108";"135"
"Dhoraso Klas";"6788";"108";"135"
"Romano Postema";"6789";"108";"-75"
"Bjorn Meijer";"6790";"108";"-75"
"Mimeirhel Benita";"6791";"108";"-75"
"Palkó Dárdai";"6792";"108";"135"
"Jakub Stolarczyk";"6793";"108";"-8"
"Rhys Williams";"6794";"108";"145"
"Isaak Davies";"6795";"108";"135"
"Jonathan González";"6796";"108";"148"
"Kai Cipot";"6797";"108";"139"
"Samson Baidoo";"6798";"108";"-75"
"Santiago Castro";"6799";"108";"-75"
"Mateo Seoane";"6800";"108";"-75"
"Myles Peart-Harris";"6801";"108";"-75"
"Miloš Drinčić";"6802";"108";"137"
"Erik Shuranov";"6803";"108";"-75"
"Artem Karpukas";"6804";"108";"-75"
"Cem Türkmen";"6805";"108";"136"
"Rocco Reitz";"6806";"108";"139"
"Fernando Henrique";"6807";"108";"135"
"David Romero";"6808";"108";"-75"
"Noel López";"6809";"108";"-8"
"Luke Cundle";"6810";"108";"-75"
"Rafa Marín";"6811";"108";"147"
"Arthur Sousa";"6812";"108";"-75"
"Hákon Rafn Valdimarsson";"6813";"108";"144"
"Ivonei";"6814";"108";"-75"
"Sava Čestić";"6815";"108";"137"
"Pablo Minissale";"6816";"108";"135"
"Igor Jesus";"6817";"108";"-75"
"Amane Romeo";"6818";"108";"-75"
"Mark Zabukovnik";"6819";"108";"138"
"Kwame Poku";"6820";"107";"135"
"Andrea Ghion";"6821";"107";"139"
"Tom Lacoux";"6822";"107";"138"
"Myron van Brederode";"6823";"107";"-8"
